Weekday_Num,Hour,CPU_Usage,Disk_Activity_KB
5,1,2.7,0.0
5,1,0.0,20.0
5,1,1.3,0.0
5,1,1.2,132.0
5,1,0.0,4.0
5,1,0.0,32.0
5,1,2.5,0.0
5,1,2.6,4.0
5,1,2.7,20.0
5,1,1.2,16.0
5,1,4.2,72.0
5,1,10.8,0.0
5,1,2.8,8.0
5,1,6.6,44.0
5,3,0.0,112.0
5,3,0.0,0.0
5,3,0.0,100.0
5,3,11.5,1244.0
5,3,1.6,936.0
5,3,1.4,76.0
5,3,0.0,28.0
5,3,0.0,264.0
5,3,8.6,48.0
5,3,7.5,16.0
5,3,16.4,660.0
5,3,0.0,132.0
5,3,3.9,44.0
5,3,0.0,96.0
5,3,3.7,332.0
5,3,0.0,120.0
5,3,0.0,0.0
5,3,0.0,100.0
5,3,5.3,4.0
5,3,6.2,88.0
5,3,6.1,68.0
5,3,7.8,0.0
5,3,0.0,0.0
5,3,0.0,12.0
5,3,1.4,0.0
5,3,0.0,56.0
5,3,1.2,0.0
5,3,0.0,100.0
5,3,0.0,12.0
5,3,3.8,52.0
5,3,0.0,136.0
5,3,1.3,0.0
5,3,6.3,156.0
5,3,0.0,72.0
5,3,1.1,44.0
5,3,0.0,112.0
5,3,3.5,56.0
5,3,0.0,20.0
5,3,2.7,68.0
5,3,4.9,52.0
5,3,0.0,52.0
5,3,0.0,80.0
5,3,0.0,64.0
5,3,3.7,0.0
5,3,8.9,72.0
5,3,0.0,0.0
5,3,0.0,16.0
5,3,2.7,0.0
5,3,0.0,16.0
5,3,2.8,88.0
5,3,5.3,92.0
5,3,4.7,0.0
5,3,7.8,376.0
5,3,2.5,260.0
5,3,2.7,4.0
5,3,1.3,20.0
5,3,9.5,0.0
5,3,12.7,1987.0
5,3,7.1,0.0
5,3,1.4,40.0
5,3,0.0,116.0
5,3,0.0,8.0
5,3,3.7,0.0
5,3,1.4,132.0
5,3,0.0,0.0
5,3,3.5,12.0
5,3,58.8,132.0
5,3,0.0,0.0
5,3,42.2,412.0
5,3,7.4,28.0
5,3,29.9,20.0
5,3,11.2,32.0
5,3,69.3,8.0
5,3,10.4,52.0
5,3,8.8,76.0
5,3,0.0,324.0
5,3,5.0,36.0
5,3,1.4,8.0
5,3,13.4,84.0
5,3,8.2,152.0
5,3,14.3,8.0
5,3,18.4,36.0
5,3,16.9,12.0
5,3,0.0,44.0
5,3,1.3,4.0
5,3,0.0,64.0
5,3,7.1,0.0
5,3,0.0,164.0
5,3,0.0,0.0
5,3,0.0,4.0
5,3,1.3,0.0
5,3,6.0,12.0
5,3,0.0,80.0
5,3,0.0,12.0
5,3,0.0,0.0
5,3,0.0,152.0
5,3,2.4,4.0
5,3,4.2,100.0
5,3,0.0,20.0
5,3,3.3,20.0
5,3,3.7,24.0
5,3,1.4,4.0
5,3,4.1,220.0
5,3,5.5,184.0
5,3,17.4,84.0
5,3,0.0,12.0
5,3,2.7,148.0
5,3,4.1,0.0
5,3,1.4,24.0
5,3,0.0,0.0
5,3,4.2,48.0
5,3,1.2,8.0
5,3,0.0,20.0
5,3,0.0,12.0
5,3,2.6,16.0
5,3,2.8,16.0
5,3,1.4,132.0
5,3,0.0,0.0
5,3,0.0,16.0
5,3,2.4,0.0
5,3,2.4,120.0
5,3,2.5,120.0
5,3,1.3,232.0
5,3,4.2,28.0
5,3,0.0,4.0
5,3,0.0,112.0
5,3,1.2,8.0
5,3,0.0,68.0
5,3,0.0,4.0
5,3,2.7,76.0
5,3,0.0,104.0
5,3,1.4,48.0
5,3,0.0,0.0
5,3,0.0,24.0
5,3,0.0,52.0
5,3,0.0,384.0
5,3,1.4,0.0
5,3,2.7,48.0
5,3,0.0,552.0
5,3,0.0,116.0
5,3,0.0,0.0
5,3,5.2,12.0
5,3,0.0,0.0
5,3,0.0,12.0
5,3,8.2,148.0
5,3,0.0,28.0
5,3,1.4,188.0
5,3,49.4,172.0
5,3,3.9,256.0
5,3,2.4,300.0
5,3,0.0,108.0
5,3,49.3,1924.0
5,3,13.3,208.0
5,3,21.1,236.0
5,3,17.9,8.0
5,3,8.1,0.0
5,3,15.7,180.0
5,3,17.4,12.0
5,3,44.2,72.0
5,3,7.1,24.0
5,3,9.1,12.0
5,3,14.3,156.0
5,3,8.2,24.0
5,3,0.0,584.0
5,3,0.0,4.0
5,3,0.0,64.0
5,3,0.0,84.0
5,3,15.4,84.0
5,13,100.0,7784.5
5,13,44.9,1245.5
5,13,50.7,452.0
5,13,46.2,4552.0
5,13,5.3,164.0
5,13,100.0,7403.0
5,13,98.6,2771.0
5,13,22.4,804.0
5,13,22.9,100.0
5,13,16.5,1057.5
5,13,19.7,520.0
5,13,8.0,144.0
5,13,0.0,204.0
5,13,8.0,32.0
5,13,5.5,40.0
5,13,1.3,60.0
5,13,2.5,40.0
5,13,0.0,4.0
5,13,9.2,104.0
5,13,0.0,0.0
5,13,1.2,60.0
5,13,1.4,0.0
5,13,1.4,44.0
5,13,1.6,0.0
5,13,0.0,68.0
5,13,1.4,0.0
5,13,0.0,0.0
5,13,0.0,0.0
5,13,1.4,0.0
5,13,24.4,12.0
5,13,7.1,28.0
5,13,25.6,44.0
5,13,5.0,0.0
5,13,5.3,432.0
5,13,11.9,28.0
5,13,5.0,56.0
5,13,31.3,4.0
5,13,15.2,44.0
5,13,14.7,124.0
5,13,25.0,96.0
5,13,15.5,28.0
5,13,22.9,236.0
5,13,1.3,104.0
5,13,12.0,124.0
5,13,16.5,192.0
5,13,10.8,72.0
5,13,0.0,352.0
5,13,13.5,68.0
5,13,1.4,80.0
5,13,0.0,0.0
5,13,0.0,60.0
5,13,0.0,192.0
5,13,2.7,168.0
5,13,1.2,28.0
5,13,2.4,128.0
5,13,4.2,84.0
5,13,2.4,28.0
5,13,3.7,32.0
5,13,1.3,8.0
5,13,0.0,40.0
5,13,0.0,104.0
5,13,0.0,32.0
5,13,2.8,4.0
5,13,1.2,124.0
5,13,0.0,4.0
5,13,8.0,52.0
5,13,1.4,0.0
5,13,2.7,36.0
5,13,4.1,12.0
5,13,0.0,20.0
5,13,0.0,24.0
5,13,0.0,8.0
5,13,3.7,0.0
5,13,3.5,20.0
5,13,4.1,4.0
5,13,2.2,264.0
5,13,0.0,0.0
5,13,2.4,0.0
5,13,0.0,16.0
5,13,2.4,4.0
5,13,0.0,12.0
5,13,4.8,8.0
5,13,1.4,112.0
5,13,0.0,8.0
5,13,0.0,20.0
5,13,2.6,16.0
5,13,4.8,40.0
5,13,12.3,248.0
5,13,1.3,128.0
5,13,0.0,8.0
5,13,0.0,12.0
5,13,2.4,16.0
5,13,1.2,24.0
5,13,0.0,0.0
5,13,0.0,84.0
5,13,2.4,0.0
5,13,1.2,16.0
5,13,20.3,1060.0
5,13,0.0,572.5
5,13,0.0,0.0
5,13,71.4,3164.0
5,13,8.9,5270.5
5,13,3.7,432.0
5,13,23.3,556.0
5,13,2.5,660.0
5,13,0.0,244.0
5,13,1.2,4.0
5,13,0.0,0.0
5,13,0.0,152.0
5,13,3.2,128.0
5,13,0.0,224.0
5,13,2.6,8.0
5,13,1.4,0.0
5,13,1.4,0.0
5,13,0.0,8.0
5,13,1.1,0.0
5,13,2.4,80.0
5,13,0.0,4.0
5,13,0.0,0.0
5,13,0.0,124.0
5,13,2.4,8.0
5,13,2.7,116.0
5,13,2.7,40.0
5,13,0.0,12.0
5,13,0.0,120.0
5,13,0.0,208.0
5,13,2.4,0.0
5,13,0.0,56.0
5,13,0.0,0.0
5,13,2.7,52.0
5,13,2.4,4.0
5,13,13.3,12.0
5,13,14.0,0.0
5,13,0.0,456.0
5,13,3.5,28.0
5,13,1.2,440.0
5,13,13.3,6161.0
5,13,0.0,456.0
5,13,0.0,76.0
5,13,8.3,2391.0
5,13,0.0,0.0
5,13,15.4,68.0
5,13,2.5,0.0
5,13,1.4,48.0
5,13,2.4,104.0
5,13,1.2,96.0
5,13,3.1,4.0
5,13,1.4,112.0
5,13,1.4,24.0
5,13,11.0,12.0
5,13,0.0,1392.0
5,13,1.6,0.0
5,13,21.5,564.0
5,13,0.0,684.0
5,13,1.4,292.0
5,13,5.2,96.0
5,13,4.9,92.0
5,13,0.0,128.0
5,13,0.0,0.0
5,13,1.2,0.0
5,13,1.2,0.0
5,13,4.0,8.0
5,13,6.6,0.0
5,13,1.2,0.0
5,13,0.0,140.0
5,13,1.2,0.0
5,13,9.6,116.0
5,13,2.6,0.0
5,13,0.0,4.0
5,13,2.5,0.0
5,13,0.0,68.0
5,13,2.8,0.0
5,13,1.4,144.0
5,13,3.8,36.0
5,13,2.7,96.0
5,13,0.0,28.0
5,13,5.4,0.0
5,13,0.0,172.0
5,13,0.0,0.0
5,13,7.1,32.0
5,13,2.4,4.0
5,13,4.1,60.0
5,13,2.6,8.0
5,13,2.6,1608.0
5,13,22.2,628.0
5,13,9.2,64.0
5,13,5.3,0.0
5,13,0.0,28.0
5,13,0.0,0.0
5,13,8.8,21465.0
5,13,10.8,15444.0
5,13,34.9,12688.5
5,13,11.8,633.5
5,13,7.7,3763.0
5,13,11.5,3176.0
5,13,8.8,4482.5
5,13,19.1,1344.0
5,13,0.0,180.0
5,13,0.0,44.0
5,13,1.4,28.0
5,13,0.0,136.0
5,13,3.1,276.0
5,13,4.8,24.0
5,13,1.4,60.0
5,13,0.0,48.0
5,13,0.0,16.0
5,13,4.1,132.0
5,13,0.0,8.0
5,13,0.0,24.0
5,13,0.0,0.0
5,13,4.9,228.0
5,13,2.8,4.0
5,13,0.0,28.0
5,13,1.3,0.0
5,13,2.7,8.0
5,13,0.0,0.0
5,13,3.8,0.0
5,13,0.0,0.0
5,13,0.0,8.0
5,13,0.0,0.0
5,13,0.0,8.0
5,13,2.6,0.0
5,13,0.0,8.0
5,13,0.0,76.0
5,13,2.4,0.0
5,13,3.9,100.0
5,13,5.4,0.0
5,13,0.0,24.0
5,13,0.0,4.0
5,13,1.4,32.0
5,13,0.0,104.0
5,13,2.4,52.0
5,13,0.0,12.0
5,13,0.0,8.0
5,13,1.4,0.0
5,13,0.0,24.0
5,13,4.1,0.0
5,13,1.3,28.0
5,13,2.7,0.0
5,13,0.0,40.0
5,13,0.0,144.0
5,13,1.3,0.0
5,13,0.0,0.0
5,13,2.7,0.0
5,13,0.0,136.0
5,13,0.0,12.0
5,13,1.2,0.0
5,13,0.0,8.0
5,13,0.0,540.0
5,13,0.0,92.0
5,13,5.3,56.0
5,13,1.2,0.0
5,13,4.0,56.0
5,13,0.0,140.0
5,13,2.7,252.0
5,13,0.0,24.0
5,13,3.9,0.0
5,13,0.0,96.0
5,13,0.0,20.0
5,13,0.0,0.0
5,13,0.0,32.0
5,13,2.7,0.0
5,13,4.1,124.0
5,13,5.3,8.0
5,13,1.2,40.0
5,13,3.4,80.0
5,13,10.7,0.0
5,13,4.8,84.0
5,13,0.0,0.0
5,13,0.0,4.0
5,13,0.0,116.0
5,13,9.5,0.0
5,13,0.0,120.0
5,13,0.0,0.0
5,13,0.0,0.0
5,13,2.6,0.0
5,13,1.4,104.0
5,13,0.0,48.0
5,13,0.0,192.0
5,13,2.5,32.0
5,13,7.1,0.0
5,13,3.8,172.0
5,13,5.5,8.0
5,13,0.0,24.0
5,13,2.7,0.0
5,13,0.0,56.0
5,13,1.3,112.0
5,13,2.4,0.0
5,13,0.0,0.0
5,13,0.0,156.0
5,13,0.0,4.0
5,13,2.4,0.0
5,13,2.4,0.0
5,13,0.0,20.0
5,13,0.0,56.0
5,13,0.0,224.0
5,13,4.1,0.0
5,13,2.6,52.0
5,13,14.1,188.0
5,13,1.3,204.0
5,13,0.0,352.0
5,13,2.0,8.0
5,13,0.0,144.0
5,13,0.0,4.0
5,13,0.0,60.0
5,13,0.0,0.0
5,13,2.7,56.0
5,13,0.0,0.0
5,13,0.0,36.0
5,13,0.0,120.0
5,13,1.2,24.0
5,13,2.4,68.0
5,13,0.0,196.0
5,13,0.0,4.0
5,13,4.8,68.0
5,13,0.0,0.0
5,13,9.6,60.0
5,13,0.0,0.0
5,13,6.9,104.0
5,13,0.0,0.0
5,13,2.5,4.0
5,13,4.4,76.0
5,13,0.0,88.0
5,13,2.7,0.0
5,13,0.0,8.0
5,13,2.3,12.0
5,13,2.4,32.0
5,13,0.0,8.0
5,13,0.0,0.0
5,13,0.0,0.0
5,13,3.9,4.0
5,13,2.5,288.0
5,13,0.0,12.0
5,13,9.5,12.0
5,13,3.7,0.0
5,13,0.0,24.0
5,13,1.3,140.0
5,13,2.4,32.0
5,13,0.0,0.0
5,13,0.0,156.0
5,13,0.0,0.0
5,13,4.1,340.0
5,13,0.0,12.0
5,13,0.0,28.0
5,13,0.0,0.0
5,13,2.4,108.0
5,13,1.2,0.0
5,13,0.0,168.0
5,13,0.0,0.0
5,13,0.0,24.0
5,13,1.4,96.0
5,13,6.8,12.0
5,13,0.0,0.0
5,13,0.0,0.0
5,13,0.0,12.0
5,13,0.0,164.0
5,14,15.2,80.0
5,14,4.7,0.0
5,14,0.0,40.0
5,14,2.4,20.0
5,14,0.0,152.0
5,14,2.5,8.0
5,14,0.0,52.0
5,14,0.0,128.0
5,14,0.0,20.0
5,14,0.0,20.0
5,14,1.4,48.0
5,14,0.0,0.0
5,14,2.7,16.0
5,14,3.9,104.0
5,14,0.0,24.0
5,14,1.3,232.0
5,14,7.6,24.0
5,14,0.0,0.0
5,14,1.4,0.0
5,14,2.4,0.0
5,14,2.4,20.0
5,14,0.0,0.0
5,14,2.4,4.0
5,14,0.0,0.0
5,14,3.8,12.0
5,14,3.2,860.0
5,14,4.7,52.0
5,14,0.0,56.0
5,14,0.0,0.0
5,14,1.4,64.0
5,14,2.6,8.0
5,14,2.8,32.0
5,14,0.0,112.0
5,14,5.3,24.0
5,14,0.0,24.0
5,14,4.3,8.0
5,14,1.4,148.0
5,14,10.0,12.0
5,14,2.6,0.0
5,14,6.3,112.0
5,14,4.0,0.0
5,14,0.0,144.0
5,14,9.9,4.0
5,14,0.0,20.0
5,14,0.0,80.0
5,14,9.6,0.0
5,14,15.3,0.0
5,14,0.0,172.0
5,14,2.7,0.0
5,14,0.0,20.0
5,14,2.7,0.0
5,14,2.7,24.0
5,14,0.0,140.0
5,14,0.0,8.0
5,14,0.0,4.0
5,14,3.6,8.0
5,14,0.0,160.0
5,14,4.9,52.0
5,14,0.0,132.0
5,14,0.0,12.0
5,14,3.9,48.0
5,14,0.0,32.0
5,14,0.0,8.0
5,14,0.0,16.0
5,14,0.0,36.0
5,14,2.8,56.0
5,14,1.3,124.0
5,14,6.0,0.0
5,14,1.4,32.0
5,14,0.0,0.0
5,14,28.8,648.0
5,14,0.0,0.0
5,14,0.0,637.5
5,14,0.0,0.0
5,14,0.0,0.0
5,14,2.7,116.0
5,14,2.4,24.0
5,14,2.7,0.0
5,14,13.0,4984.0
5,14,1.2,4.0
5,14,2.7,40.0
5,14,0.0,28.0
5,14,0.0,8.0
5,14,2.4,168.0
5,14,3.7,0.0
5,14,12.7,136.0
5,14,0.0,204.0
5,14,0.0,24.0
5,14,0.0,20.0
5,14,0.0,176.0
5,14,3.6,0.0
5,14,6.0,204.0
5,14,5.3,0.0
5,14,0.0,44.0
5,14,3.5,4.0
5,14,1.4,0.0
5,14,3.7,0.0
5,14,0.0,0.0
5,14,0.0,120.0
5,14,0.0,8.0
5,14,1.4,0.0
5,14,4.8,100.0
5,14,0.0,0.0
5,14,4.1,140.0
5,14,0.0,152.0
5,14,7.1,8.0
5,14,0.0,52.0
5,14,0.0,0.0
5,14,6.9,4.0
5,14,0.0,16.0
5,14,4.9,124.0
5,14,10.3,152.0
5,14,0.0,620.0
5,14,0.0,60.0
5,14,0.0,36.0
5,14,13.9,12.0
5,14,7.7,24.0
5,14,7.1,148.0
5,14,2.4,20.0
5,14,15.8,0.0
5,14,7.8,16.0
5,14,2.7,160.0
5,14,14.3,92.0
5,14,1.4,0.0
5,14,5.4,4.0
5,14,2.7,0.0
5,14,1.3,0.0
5,14,8.6,0.0
5,14,0.0,0.0
5,14,2.6,0.0
5,14,4.9,12.0
5,14,0.0,12.0
5,14,0.0,4.0
5,14,0.0,28.0
5,14,29.5,16.0
5,14,1.2,124.0
5,14,0.0,0.0
5,14,0.0,236.0
5,14,0.0,4.0
5,14,0.0,40.0
5,14,2.7,88.0
5,14,7.0,28.0
5,14,0.0,4.0
5,14,0.0,0.0
5,14,0.0,12.0
5,14,2.7,80.0
5,14,0.0,0.0
5,14,3.7,24.0
5,14,4.9,0.0
5,14,0.0,12.0
5,14,3.6,0.0
5,14,14.5,240.0
5,14,0.0,0.0
5,14,0.0,0.0
5,14,0.0,12.0
5,14,4.3,8.0
5,14,0.0,0.0
5,14,6.0,20.0
5,14,1.4,124.0
5,14,0.0,36.0
5,14,1.4,40.0
5,14,7.0,28.0
5,14,0.0,40.0
5,14,0.0,112.0
5,14,0.0,24.0
5,14,3.6,32.0
5,14,0.0,104.0
5,14,0.0,0.0
5,14,0.0,176.0
5,14,0.0,0.0
5,14,2.8,16.0
5,14,0.0,0.0
5,14,0.0,44.0
5,14,5.3,136.0
5,14,4.1,136.0
5,14,2.4,0.0
5,14,0.0,4.0
5,14,0.0,92.0
5,14,0.0,20.0
5,14,1.2,0.0
5,14,2.8,20.0
5,14,0.0,0.0
5,14,0.0,116.0
5,14,0.0,28.0
5,14,2.4,8.0
5,14,3.3,84.0
5,14,2.7,736.0
5,14,1.2,104.0
5,14,2.5,12.0
5,14,0.0,32.0
5,14,1.2,104.0
5,14,6.8,136.0
5,14,0.0,204.0
5,14,2.7,32.0
5,14,0.0,0.0
5,14,2.4,28.0
5,14,0.0,160.0
5,14,0.0,4.0
5,14,0.0,0.0
5,14,0.0,4.0
5,14,2.7,12.0
5,14,0.0,224.0
5,14,0.0,0.0
5,14,0.0,4.0
5,14,0.0,0.0
5,14,3.1,8.0
5,14,0.0,196.0
5,14,0.0,4.0
5,14,0.0,0.0
5,14,0.0,32.0
5,14,1.4,8.0
5,14,3.9,152.0
5,14,0.0,52.0
5,14,0.0,4.0
5,14,3.9,100.0
5,14,2.4,132.0
5,14,0.0,96.0
5,14,1.4,20.0
5,14,0.0,16.0
5,14,1.4,52.0
5,14,4.2,120.0
5,14,0.0,0.0
5,14,0.0,40.0
5,14,0.0,0.0
5,14,1.4,40.0
5,14,1.6,0.0
5,14,1.3,60.0
5,14,5.7,0.0
5,14,0.0,4.0
5,14,1.2,112.0
5,14,2.4,12.0
5,14,0.0,0.0
5,14,3.6,8.0
5,14,0.0,52.0
5,14,2.7,88.0
5,14,6.3,128.0
5,14,0.0,24.0
5,14,0.0,4.0
5,14,1.4,156.0
5,14,0.0,24.0
5,14,7.3,72.0
5,14,0.0,64.0
5,14,0.0,4.0
5,14,0.0,156.0
5,14,0.0,36.0
5,14,2.8,136.0
5,14,12.0,8.0
5,14,9.2,36.0
5,14,1.2,0.0
5,14,3.4,200.0
5,14,9.2,0.0
5,14,1.3,16.0
5,14,0.0,96.0
5,14,0.0,12.0
5,14,7.9,24.0
5,14,2.5,68.0
5,14,2.7,0.0
5,14,0.0,128.0
5,14,1.4,0.0
5,14,0.0,4.0
5,14,1.2,0.0
5,14,5.0,12.0
5,14,6.5,0.0
5,14,0.0,8.0
5,14,0.0,16.0
5,14,1.2,116.0
5,14,5.3,12.0
5,14,0.0,4.0
5,14,0.0,76.0
5,14,0.0,4.0
5,14,8.2,72.0
5,14,4.9,112.0
5,14,5.6,28.0
5,14,10.6,244.0
5,14,0.0,20.0
5,14,4.1,0.0
5,14,2.7,136.0
5,14,2.5,132.0
5,14,0.0,4.0
5,14,4.8,0.0
5,14,2.3,768.0
5,14,2.7,0.0
5,14,0.0,4.0
5,14,0.0,0.0
5,14,2.8,4.0
5,14,2.7,88.0
5,14,11.0,44.0
5,14,0.0,0.0
5,14,2.8,4.0
5,14,0.0,24.0
5,14,1.3,44.0
5,14,100.0,72.0
5,14,3.6,8.0
5,14,4.9,24.0
5,14,0.0,36.0
5,14,2.5,24.0
5,14,0.0,8.0
5,14,2.4,48.0
5,14,0.0,8.0
5,14,0.0,16.0
5,14,6.8,88.0
5,14,0.0,24.0
5,14,0.0,0.0
5,14,0.0,4.0
5,14,0.0,0.0
5,14,3.8,144.0
5,14,0.0,0.0
5,14,4.1,4.0
5,14,0.0,0.0
5,14,4.9,212.0
5,14,2.5,0.0
5,14,0.0,92.0
5,14,1.2,0.0
5,14,0.0,4.0
5,14,2.6,112.0
5,14,1.3,24.0
5,14,0.0,212.0
5,14,2.7,4.0
5,14,0.0,0.0
5,14,2.7,152.0
5,14,6.8,16.0
5,14,2.5,8.0
5,14,0.0,32.0
5,14,0.0,184.0
5,14,0.0,168.0
5,14,2.6,8.0
5,14,1.4,20.0
5,14,0.0,0.0
5,14,8.1,12.0
5,14,7.8,0.0
5,14,1.4,16.0
